agreement_count_distribution,alpha,available_sources,candidate_count,candidate_indices,combined_f1,combined_fn,combined_fp,combined_precision,combined_recall,combined_tp,crossfit_method,dataset_name,exp55_best_p_min,exp56_best_p_min,exp84_p_min,experiment_id,family,hard_count,hard_cross_check_indices,hard_f1,hard_fn,hard_fp,hard_indices,hard_precision,hard_recall,hard_tp,low_train_review_only,mean_combined_f1_scope,minimum_attainable_p,n_test,n_train,priority_review_count,priority_review_f1,priority_review_fn,priority_review_fp,priority_review_indices,priority_review_precision,priority_review_recall,priority_review_tp,priority_rule_indices,prospective_validated,resolution_limited_at_alpha,retrospective_counterfactual,rocket_exp40_p_min,routing_uses_family_performance,routing_uses_test_labels,routing_uses_test_positions,source_count,standard_review_count,standard_review_f1,standard_review_fn,standard_review_fp,standard_review_indices,standard_review_precision,standard_review_recall,standard_review_tp,variant
"{""0"": 963, ""1"": 18, ""2"": 11, ""3"": 6, ""4"": 2}",0.02,rocket_exp40 exp55_best exp56_best exp84,19,58 980 982 983 984 985 986 987 988 989 990 991 992 993 994 995 996 997 999,0.9230769230769231,2,1,0.9473684210526315,0.9,18,deterministic_5fold,Crop_normal_10,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,19,0.9230769230769231,2,1,58 980 982 983 984 985 986 987 988 989 990 991 992 993 994 995 996 997 999,0.9473684210526315,0.9,18,exp150_b2_source
"{""0"": 961, ""1"": 29, ""2"": 8, ""3"": 2, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,10,47 179 980 981 982 988 996 997 998 999,0.5333333333333333,12,2,0.8,0.4,8,deterministic_5fold,Crop_normal_11,0.009987515605493134,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,10,0.5333333333333333,12,2,47 179 980 981 982 988 996 997 998 999,0.8,0.4,8,exp150_b2_source
"{""0"": 975, ""1"": 21, ""2"": 4, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,4,985 987 988 996,0.3333333333333333,16,0,1.0,0.2,4,deterministic_5fold,Crop_normal_12,0.01373283395755306,0.0024968789013732834,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,4,0.3333333333333333,16,0,985 987 988 996,1.0,0.2,4,exp150_b2_source
"{""0"": 958, ""1"": 24, ""2"": 8, ""3"": 4, ""4"": 6}",0.02,rocket_exp40 exp55_best exp56_best exp84,18,17 19 40 174 980 982 983 984 985 987 988 990 991 992 993 997 998 999,0.7368421052631579,6,4,0.7777777777777778,0.7,14,deterministic_5fold,Crop_normal_13,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,18,0.7368421052631579,6,4,17 19 40 174 980 982 983 984 985 987 988 990 991 992 993 997 998 999,0.7777777777777778,0.7,14,exp150_b2_source
"{""0"": 968, ""1"": 23, ""2"": 9, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,9,36 51 105 157 982 986 988 992 994,0.3448275862068966,15,4,0.5555555555555556,0.25,5,deterministic_5fold,Crop_normal_14,0.0024968789013732834,0.0024968789013732834,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,9,0.3448275862068966,15,4,36 51 105 157 982 986 988 992 994,0.5555555555555556,0.25,5,exp150_b2_source
"{""0"": 962, ""1"": 20, ""2"": 14, ""3"": 4, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,18,99 139 981 982 983 984 985 986 987 988 990 992 994 995 996 997 998 999,0.8421052631578947,4,2,0.8888888888888888,0.8,16,deterministic_5fold,Crop_normal_15,0.0024968789013732834,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,18,0.8421052631578947,4,2,99 139 981 982 983 984 985 986 987 988 990 992 994 995 996 997 998 999,0.8888888888888888,0.8,16,exp150_b2_source
"{""0"": 965, ""1"": 22, ""2"": 8, ""3"": 3, ""4"": 2}",0.02,rocket_exp40 exp55_best exp56_best exp84,13,39 116 134 980 986 987 989 991 993 995 996 997 998,0.6060606060606061,10,3,0.7692307692307693,0.5,10,deterministic_5fold,Crop_normal_16,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,13,0.6060606060606061,10,3,39 116 134 980 986 987 989 991 993 995 996 997 998,0.7692307692307693,0.5,10,exp150_b2_source
"{""0"": 968, ""1"": 16, ""2"": 9, ""3"": 7, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,16,36 61 981 982 983 985 986 987 988 989 991 993 995 996 998 999,0.7777777777777778,6,2,0.875,0.7,14,deterministic_5fold,Crop_normal_17,0.006242197253433208,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0024968789013732834,0,0,0,4,16,0.7777777777777778,6,2,36 61 981 982 983 985 986 987 988 989 991 993 995 996 998 999,0.875,0.7,14,exp150_b2_source
"{""0"": 973, ""1"": 10, ""2"": 8, ""3"": 9, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,17,5 112 980 981 982 983 984 986 987 988 990 993 994 996 997 998 999,0.8108108108108109,5,2,0.8823529411764706,0.75,15,deterministic_5fold,Crop_normal_18,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0024968789013732834,0,0,0,4,17,0.8108108108108109,5,2,5 112 980 981 982 983 984 986 987 988 990 993 994 996 997 998 999,0.8823529411764706,0.75,15,exp150_b2_source
"{""0"": 968, ""1"": 18, ""2"": 10, ""3"": 4, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,14,12 16 98 980 981 983 984 986 987 988 991 993 997 998,0.6470588235294118,9,3,0.7857142857142857,0.55,11,deterministic_5fold,Crop_normal_19,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,14,0.6470588235294118,9,3,12 16 98 980 981 983 984 986 987 988 991 993 997 998,0.7857142857142857,0.55,11,exp150_b2_source
"{""0"": 972, ""1"": 22, ""2"": 6, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,6,131 190 981 993 995 998,0.3076923076923077,16,2,0.6666666666666666,0.2,4,deterministic_5fold,Crop_normal_2,0.009987515605493134,0.0012484394506866417,0.004993757802746567,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.003745318352059925,0,0,0,4,6,0.3076923076923077,16,2,131 190 981 993 995 998,0.6666666666666666,0.2,4,exp150_b2_source
"{""0"": 963, ""1"": 22, ""2"": 12, ""3"": 3, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,15,60 980 981 984 985 986 988 989 991 993 994 995 997 998 999,0.8,6,1,0.9333333333333333,0.7,14,deterministic_5fold,Crop_normal_20,0.0149812734082397,0.0012484394506866417,0.0024968789013732834,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,15,0.8,6,1,60 980 981 984 985 986 988 989 991 993 994 995 997 998 999,0.9333333333333333,0.7,14,exp150_b2_source
"{""0"": 970, ""1"": 7, ""2"": 4, ""3"": 3, ""4"": 16}",0.02,rocket_exp40 exp55_best exp56_best exp84,23,46 174 600 980 981 982 983 984 985 986 987 988 989 990 991 992 993 994 995 996 997 998 999,0.9302325581395349,0,3,0.8695652173913043,1.0,20,deterministic_5fold,Crop_normal_21,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,23,0.9302325581395349,0,3,46 174 600 980 981 982 983 984 985 986 987 988 989 990 991 992 993 994 995 996 997 998 999,0.8695652173913043,1.0,20,exp150_b2_source
"{""0"": 955, ""1"": 15, ""2"": 16, ""3"": 4, ""4"": 10}",0.02,rocket_exp40 exp55_best exp56_best exp84,30,11 49 50 54 62 71 94 106 110 124 139 147 179 183 980 982 983 984 987 988 989 990 991 992 993 994 995 996 997 999,0.64,4,14,0.5333333333333333,0.8,16,deterministic_5fold,Crop_normal_22,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,30,0.64,4,14,11 49 50 54 62 71 94 106 110 124 139 147 179 183 980 982 983 984 987 988 989 990 991 992 993 994 995 996 997 999,0.5333333333333333,0.8,16,exp150_b2_source
"{""0"": 966, ""1"": 15, ""2"": 11, ""3"": 8, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,19,21 60 130 176 980 981 982 983 985 986 987 988 989 990 992 993 996 997 998,0.7692307692307693,5,4,0.7894736842105263,0.75,15,deterministic_5fold,Crop_normal_23,0.004993757802746567,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,19,0.7692307692307693,5,4,21 60 130 176 980 981 982 983 985 986 987 988 989 990 992 993 996 997 998,0.7894736842105263,0.75,15,exp150_b2_source
"{""0"": 980, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 20}",0.02,rocket_exp40 exp55_best exp56_best exp84,20,980 981 982 983 984 985 986 987 988 989 990 991 992 993 994 995 996 997 998 999,1.0,0,0,1.0,1.0,20,deterministic_5fold,Crop_normal_24,0.0012484394506866417,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,20,1.0,0,0,980 981 982 983 984 985 986 987 988 989 990 991 992 993 994 995 996 997 998 999,1.0,1.0,20,exp150_b2_source
"{""0"": 960, ""1"": 35, ""2"": 2, ""3"": 3, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,5,84 115 981 991 998,0.24,17,2,0.6,0.15,3,deterministic_5fold,Crop_normal_3,0.003745318352059925,0.0024968789013732834,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,5,0.24,17,2,84 115 981 991 998,0.6,0.15,3,exp150_b2_source
"{""0"": 982, ""1"": 15, ""2"": 3, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,3,5 48 185,0.0,20,3,0.0,0.0,0,deterministic_5fold,Crop_normal_4,0.017478152309612985,0.0012484394506866417,0.0024968789013732834,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0024968789013732834,0,0,0,4,3,0.0,20,3,5 48 185,0.0,0.0,0,exp150_b2_source
"{""0"": 974, ""1"": 21, ""2"": 4, ""3"": 1, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,5,161 984 988 990 998,0.32,16,1,0.8,0.2,4,deterministic_5fold,Crop_normal_5,0.006242197253433208,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.008739076154806492,0,0,0,4,5,0.32,16,1,161 984 988 990 998,0.8,0.2,4,exp150_b2_source
"{""0"": 979, ""1"": 18, ""2"": 2, ""3"": 1, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,3,989 994 995,0.2608695652173913,17,0,1.0,0.15,3,deterministic_5fold,Crop_normal_6,0.018726591760299626,0.0012484394506866417,0.0024968789013732834,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0024968789013732834,0,0,0,4,3,0.2608695652173913,17,0,989 994 995,1.0,0.15,3,exp150_b2_source
"{""0"": 963, ""1"": 18, ""2"": 4, ""3"": 11, ""4"": 4}",0.02,rocket_exp40 exp55_best exp56_best exp84,19,93 130 980 981 982 983 984 985 986 987 988 989 990 991 992 993 996 997 998,0.8717948717948718,3,2,0.8947368421052632,0.85,17,deterministic_5fold,Crop_normal_7,0.0012484394506866417,0.003745318352059925,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,19,0.8717948717948718,3,2,93 130 980 981 982 983 984 985 986 987 988 989 990 991 992 993 996 997 998,0.8947368421052632,0.85,17,exp150_b2_source
"{""0"": 966, ""1"": 21, ""2"": 10, ""3"": 3, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,13,48 981 982 983 984 985 989 993 994 995 996 998 999,0.7272727272727273,8,1,0.9230769230769231,0.6,12,deterministic_5fold,Crop_normal_8,0.00749063670411985,0.0012484394506866417,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0012484394506866417,0,0,0,4,13,0.7272727272727273,8,1,48 981 982 983 984 985 989 993 994 995 996 998 999,0.9230769230769231,0.6,12,exp150_b2_source
"{""0"": 978, ""1"": 19, ""2"": 1, ""3"": 2, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,3,985 993 994,0.2608695652173913,17,0,1.0,0.15,3,deterministic_5fold,Crop_normal_9,0.00749063670411985,0.0024968789013732834,0.0012484394506866417,experiment_150_virtual_run_conformal_policy,Crop,0,,0.0,20,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0012484394506866417,1000,800,0,0.0,20,0,,0.0,0.0,0,,0,0,1,0.0024968789013732834,0,0,0,4,3,0.2608695652173913,17,0,985 993 994,1.0,0.15,3,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,DiatomSizeReduction_normal_1,0.14285714285714285,0.6428571428571429,0.10714285714285714,experiment_150_virtual_run_conformal_policy,DiatomSizeReduction,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.03571428571428571,50,27,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.10714285714285714,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 98, ""1"": 0, ""2"": 0, ""3"": 2, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,2,98 99,1.0,0,0,1.0,1.0,2,deterministic_5fold,DiatomSizeReduction_normal_2,0.012658227848101266,0.02531645569620253,0.012658227848101266,experiment_150_virtual_run_conformal_policy,DiatomSizeReduction,0,,0.0,2,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.012658227848101266,100,78,0,0.0,2,0,,0.0,0.0,0,,0,0,1,0.012658227848101266,0,0,0,4,2,1.0,0,0,98 99,1.0,1.0,2,exp150_b2_source
"{""0"": 98, ""1"": 2, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,2,0,0.0,0.0,0,deterministic_5fold,DiatomSizeReduction_normal_3,0.075,0.0375,0.0375,experiment_150_virtual_run_conformal_policy,DiatomSizeReduction,0,,0.0,2,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0125,100,79,0,0.0,2,0,,0.0,0.0,0,,0,0,1,0.0125,0,0,0,4,0,0.0,2,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 49, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 1}",0.02,rocket_exp40 exp55_best exp56_best exp84,1,49,1.0,0,0,1.0,1.0,1,deterministic_5fold,DiatomSizeReduction_normal_4,0.0136986301369863,0.0136986301369863,0.0136986301369863,experiment_150_virtual_run_conformal_policy,DiatomSizeReduction,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0136986301369863,50,72,0,0.0,1,0,,0.0,0.0,0,,0,0,1,0.0136986301369863,0,0,0,4,1,1.0,0,0,49,1.0,1.0,1,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,DistalPhalanxOutlineAgeGroup_normal_1,1.0,0.02702702702702703,0.02702702702702703,experiment_150_virtual_run_conformal_policy,DistalPhalanxOutlineAgeGroup,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.02702702702702703,50,36,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.02702702702702703,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 150, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,3,0,0.0,0.0,0,deterministic_5fold,DistalPhalanxOutlineAgeGroup_normal_2,0.043478260869565216,0.028985507246376812,0.028985507246376812,experiment_150_virtual_run_conformal_policy,DistalPhalanxOutlineAgeGroup,0,,0.0,3,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.007246376811594203,150,137,0,0.0,3,0,,0.0,0.0,0,,0,0,1,0.021739130434782608,0,0,0,4,0,0.0,3,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 295, ""1"": 3, ""2"": 1, ""3"": 1, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,2,297 299,0.5,4,0,1.0,0.3333333333333333,2,deterministic_5fold,DistalPhalanxOutlineAgeGroup_normal_3,0.015503875968992248,0.05426356589147287,0.011627906976744186,experiment_150_virtual_run_conformal_policy,DistalPhalanxOutlineAgeGroup,0,,0.0,6,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.003875968992248062,300,257,0,0.0,6,0,,0.0,0.0,0,,0,0,1,0.007751937984496124,0,0,0,4,2,0.5,4,0,297 299,1.0,0.3333333333333333,2,exp150_b2_source
"{""0"": 299, ""1"": 0, ""2"": 0, ""3"": 1, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,1,25,0.0,6,1,0.0,0.0,0,deterministic_5fold,DistalPhalanxOutlineCorrect_normal_0,0.003703703703703704,0.022222222222222223,0.018518518518518517,experiment_150_virtual_run_conformal_policy,DistalPhalanxOutlineCorrect,0,,0.0,6,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.003703703703703704,300,269,0,0.0,6,0,,0.0,0.0,0,,0,0,1,0.011111111111111112,0,0,0,4,1,0.0,6,1,25,0.0,0.0,0,exp150_b2_source
"{""0"": 543, ""1"": 2, ""2"": 1, ""3"": 3, ""4"": 1}",0.02,rocket_exp40 exp55_best exp56_best exp84,5,540 541 542 544 548,0.625,6,0,1.0,0.45454545454545453,5,deterministic_5fold,DistalPhalanxOutlineCorrect_normal_1,0.0023148148148148147,0.004629629629629629,0.0023148148148148147,experiment_150_virtual_run_conformal_policy,DistalPhalanxOutlineCorrect,0,,0.0,11,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.0023148148148148147,550,431,0,0.0,11,0,,0.0,0.0,0,,0,0,1,0.0023148148148148147,0,0,0,4,5,0.625,6,0,540 541 542 544 548,1.0,0.45454545454545453,5,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,DistalPhalanxTW_normal_3,0.02631578947368421,0.02631578947368421,0.02631578947368421,experiment_150_virtual_run_conformal_policy,DistalPhalanxTW,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.02631578947368421,50,37,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.02631578947368421,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,DistalPhalanxTW_normal_4,1.0,0.02631578947368421,0.02631578947368421,experiment_150_virtual_run_conformal_policy,DistalPhalanxTW,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.02631578947368421,50,37,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.02631578947368421,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 97, ""1"": 1, ""2"": 0, ""3"": 2, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,2,98 99,1.0,0,0,1.0,1.0,2,deterministic_5fold,DistalPhalanxTW_normal_5,0.020618556701030927,0.010309278350515464,0.010309278350515464,experiment_150_virtual_run_conformal_policy,DistalPhalanxTW,0,,0.0,2,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.010309278350515464,100,96,0,0.0,2,0,,0.0,0.0,0,,0,0,1,0.010309278350515464,0,0,0,4,2,1.0,0,0,98 99,1.0,1.0,2,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,DistalPhalanxTW_normal_6,1.0,0.5428571428571428,0.11428571428571428,experiment_150_virtual_run_conformal_policy,DistalPhalanxTW,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.02857142857142857,50,34,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.05714285714285714,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,deterministic_5fold,DistalPhalanxTW_normal_7,0.14285714285714285,0.09523809523809523,0.5238095238095238,experiment_150_virtual_run_conformal_policy,DistalPhalanxTW,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.047619047619047616,50,20,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.5238095238095238,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 245, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 5}",0.02,rocket_exp40 exp55_best exp56_best exp84,5,245 246 247 248 249,1.0,0,0,1.0,1.0,5,deterministic_5fold,DistalPhalanxTW_normal_8,0.004878048780487805,0.004878048780487805,0.004878048780487805,experiment_150_virtual_run_conformal_policy,DistalPhalanxTW,0,,0.0,5,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.004878048780487805,250,204,0,0.0,5,0,,0.0,0.0,0,,0,0,1,0.004878048780487805,0,0,0,4,5,1.0,0,0,245 246 247 248 249,1.0,1.0,5,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,DodgerLoopDay_normal_1,0.05,0.2,0.15,experiment_150_virtual_run_conformal_policy,DodgerLoopDay,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.05,50,19,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.1,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,DodgerLoopDay_normal_2,0.23529411764705882,0.7058823529411765,0.17647058823529413,experiment_150_virtual_run_conformal_policy,DodgerLoopDay,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.058823529411764705,50,16,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.17647058823529413,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
"{""0"": 50, ""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0}",0.02,rocket_exp40 exp55_best exp56_best exp84,0,,0.0,1,0,0.0,0.0,0,leave_one_out,DodgerLoopDay_normal_3,0.11764705882352941,0.17647058823529413,0.17647058823529413,experiment_150_virtual_run_conformal_policy,DodgerLoopDay,0,,0.0,1,0,,0.0,0.0,0,0,human_assisted_diagnostic_only,0.058823529411764705,50,16,0,0.0,1,0,,0.0,0.0,0,,0,1,1,0.23529411764705882,0,0,0,4,0,0.0,1,0,,0.0,0.0,0,exp150_b2_source
