scope,dataset,family,previous_candidates,previous_tp,previous_fp,previous_precision,hard_alerts,hard_tp,hard_fp,hard_precision,standard_review,standard_tp,standard_fp,union_matches
dataset,MelbournePedestrian_normal_10,MelbournePedestrian,8.0,5.0,3.0,0.625,1.0,1.0,0.0,1.0,7.0,4.0,3.0,1
dataset,MelbournePedestrian_normal_2,MelbournePedestrian,7.0,6.0,1.0,0.8571428571428571,3.0,2.0,1.0,0.6666666666666666,4.0,4.0,0.0,1
dataset,MelbournePedestrian_normal_3,MelbournePedestrian,6.0,1.0,5.0,0.16666666666666666,3.0,0.0,3.0,0.0,3.0,1.0,2.0,1
dataset,MelbournePedestrian_normal_4,MelbournePedestrian,6.0,6.0,0.0,1.0,2.0,2.0,0.0,1.0,4.0,4.0,0.0,1
dataset,MelbournePedestrian_normal_5,MelbournePedestrian,7.0,5.0,2.0,0.7142857142857143,7.0,5.0,2.0,0.7142857142857143,0.0,0.0,0.0,1
dataset,MelbournePedestrian_normal_6,MelbournePedestrian,4.0,1.0,3.0,0.25,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1
dataset,MelbournePedestrian_normal_7,MelbournePedestrian,7.0,6.0,1.0,0.8571428571428571,7.0,6.0,1.0,0.8571428571428571,0.0,0.0,0.0,1
dataset,MelbournePedestrian_normal_8,MelbournePedestrian,5.0,2.0,3.0,0.4,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1
dataset,MelbournePedestrian_normal_9,MelbournePedestrian,5.0,3.0,2.0,0.6,1.0,0.0,1.0,0.0,4.0,3.0,1.0,1
dataset,MiddlePhalanxOutlineAgeGroup_normal_1,MiddlePhalanxOutlineAgeGroup,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,MiddlePhalanxOutlineAgeGroup_normal_2,MiddlePhalanxOutlineAgeGroup,6.0,2.0,4.0,0.3333333333333333,0.0,0.0,0.0,0.0,6.0,2.0,4.0,1
dataset,MiddlePhalanxOutlineAgeGroup_normal_3,MiddlePhalanxOutlineAgeGroup,5.0,3.0,2.0,0.6,1.0,0.0,1.0,0.0,4.0,3.0,1.0,1
dataset,MiddlePhalanxOutlineCorrect_normal_0,MiddlePhalanxOutlineCorrect,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,1
dataset,MiddlePhalanxOutlineCorrect_normal_1,MiddlePhalanxOutlineCorrect,6.0,3.0,3.0,0.5,1.0,1.0,0.0,1.0,5.0,2.0,3.0,1
dataset,MiddlePhalanxTW_normal_3,MiddlePhalanxTW,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MiddlePhalanxTW_normal_4,MiddlePhalanxTW,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1
dataset,MiddlePhalanxTW_normal_5,MiddlePhalanxTW,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,MiddlePhalanxTW_normal_6,MiddlePhalanxTW,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MiddlePhalanxTW_normal_7,MiddlePhalanxTW,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,MiddlePhalanxTW_normal_8,MiddlePhalanxTW,4.0,4.0,0.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MixedShapesRegularTrain_normal_1,MixedShapesRegularTrain,5.0,3.0,2.0,0.6,1.0,0.0,1.0,0.0,4.0,3.0,1.0,1
dataset,MixedShapesRegularTrain_normal_2,MixedShapesRegularTrain,15.0,15.0,0.0,1.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,1
dataset,MixedShapesRegularTrain_normal_3,MixedShapesRegularTrain,5.0,2.0,3.0,0.4,3.0,1.0,2.0,0.3333333333333333,2.0,1.0,1.0,1
dataset,MixedShapesRegularTrain_normal_4,MixedShapesRegularTrain,7.0,3.0,4.0,0.42857142857142855,5.0,1.0,4.0,0.2,2.0,2.0,0.0,1
dataset,MixedShapesRegularTrain_normal_5,MixedShapesRegularTrain,6.0,5.0,1.0,0.8333333333333334,6.0,5.0,1.0,0.8333333333333334,0.0,0.0,0.0,1
dataset,MixedShapesSmallTrain_normal_1,MixedShapesSmallTrain,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
dataset,MixedShapesSmallTrain_normal_2,MixedShapesSmallTrain,13.0,12.0,1.0,0.9230769230769231,13.0,12.0,1.0,0.9230769230769231,0.0,0.0,0.0,1
dataset,MixedShapesSmallTrain_normal_3,MixedShapesSmallTrain,6.0,1.0,5.0,0.16666666666666666,2.0,0.0,2.0,0.0,4.0,1.0,3.0,1
dataset,MixedShapesSmallTrain_normal_4,MixedShapesSmallTrain,6.0,4.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,6.0,4.0,2.0,1
dataset,MixedShapesSmallTrain_normal_5,MixedShapesSmallTrain,6.0,4.0,2.0,0.6666666666666666,6.0,4.0,2.0,0.6666666666666666,0.0,0.0,0.0,1
dataset,MoteStrain_normal_1,MoteStrain,8.0,6.0,2.0,0.75,7.0,6.0,1.0,0.8571428571428571,1.0,0.0,1.0,1
dataset,MoteStrain_normal_2,MoteStrain,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1
dataset,NonInvasiveFetalECGThorax1_normal_1,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_10,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_11,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_12,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_13,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_14,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_15,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_16,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_17,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_18,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_19,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_2,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_20,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_21,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_22,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_23,NonInvasiveFetalECGThorax1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_24,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_25,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_26,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_27,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_28,NonInvasiveFetalECGThorax1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_29,NonInvasiveFetalECGThorax1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_3,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_30,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_31,NonInvasiveFetalECGThorax1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_32,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_33,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_34,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_35,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_36,NonInvasiveFetalECGThorax1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,NonInvasiveFetalECGThorax1_normal_37,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_38,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_39,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_4,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_40,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_41,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_42,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_5,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_6,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_7,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax1_normal_8,NonInvasiveFetalECGThorax1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,NonInvasiveFetalECGThorax1_normal_9,NonInvasiveFetalECGThorax1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_1,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,NonInvasiveFetalECGThorax2_normal_10,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_11,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_12,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_13,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_14,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_15,NonInvasiveFetalECGThorax2,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_16,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_17,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_18,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_19,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_2,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_20,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_21,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_22,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_23,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_24,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_25,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_26,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_27,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,NonInvasiveFetalECGThorax2_normal_28,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,NonInvasiveFetalECGThorax2_normal_29,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_3,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,NonInvasiveFetalECGThorax2_normal_30,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_31,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_32,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_33,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_34,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_35,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_36,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_37,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_38,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_39,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_4,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_40,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_41,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_42,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_5,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_6,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_7,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_8,NonInvasiveFetalECGThorax2,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,NonInvasiveFetalECGThorax2_normal_9,NonInvasiveFetalECGThorax2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,OSULeaf_normal_1,OSULeaf,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,OSULeaf_normal_2,OSULeaf,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,OSULeaf_normal_3,OSULeaf,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,OSULeaf_normal_4,OSULeaf,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,OSULeaf_normal_5,OSULeaf,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,OSULeaf_normal_6,OSULeaf,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,OliveOil_normal_1,OliveOil,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,OliveOil_normal_2,OliveOil,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,OliveOil_normal_3,OliveOil,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,OliveOil_normal_4,OliveOil,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,PLAID_normal_0,PLAID,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,PLAID_normal_1,PLAID,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1
dataset,PLAID_normal_10,PLAID,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,PLAID_normal_2,PLAID,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,PLAID_normal_3,PLAID,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,PLAID_normal_4,PLAID,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
dataset,PLAID_normal_5,PLAID,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,PLAID_normal_6,PLAID,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,PLAID_normal_7,PLAID,3.0,1.0,2.0,0.3333333333333333,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1
dataset,PLAID_normal_8,PLAID,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1
dataset,PLAID_normal_9,PLAID,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,PhalangesOutlinesCorrect_normal_0,PhalangesOutlinesCorrect,7.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0,3.0,0.0,3.0,1
dataset,PhalangesOutlinesCorrect_normal_1,PhalangesOutlinesCorrect,8.0,4.0,4.0,0.5,6.0,4.0,2.0,0.6666666666666666,2.0,0.0,2.0,1
dataset,Phoneme_normal_1,Phoneme,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,Phoneme_normal_10,Phoneme,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_11,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_12,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_13,Phoneme,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_14,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_15,Phoneme,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_16,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_17,Phoneme,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_18,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_19,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_2,Phoneme,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_20,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_21,Phoneme,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
dataset,Phoneme_normal_22,Phoneme,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_23,Phoneme,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
dataset,Phoneme_normal_24,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_25,Phoneme,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_26,Phoneme,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_27,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_28,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_29,Phoneme,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_3,Phoneme,2.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
dataset,Phoneme_normal_30,Phoneme,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_31,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_32,Phoneme,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_33,Phoneme,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_34,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_35,Phoneme,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
dataset,Phoneme_normal_36,Phoneme,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
dataset,Phoneme_normal_37,Phoneme,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
dataset,Phoneme_normal_38,Phoneme,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
