dataset,test_length,hard_alert_count,hard_tp,hard_fp,hard_fn,hard_precision,hard_recall,hard_f1,standard_review_count,standard_review_tp,standard_review_fp,priority_review_count,priority_review_tp,priority_review_fp,combined_f1
PigAirwayPressure_normal_46,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_47,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_48,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_49,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_5,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_50,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
PigAirwayPressure_normal_51,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_52,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_6,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_7,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigAirwayPressure_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigAirwayPressure_normal_9,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigArtPressure_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_15,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_19,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_20,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_23,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_24,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_26,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_27,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_28,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_29,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_30,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_31,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_32,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_33,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_34,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_35,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_36,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_37,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_38,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_39,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_4,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigArtPressure_normal_40,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_41,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_42,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_43,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_44,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_45,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_46,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_47,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_48,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_49,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_50,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_51,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_52,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigArtPressure_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_15,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_19,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_20,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_23,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigCVP_normal_24,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
PigCVP_normal_25,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_26,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigCVP_normal_27,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_28,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_29,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_30,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_31,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_32,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_33,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_34,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_35,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_36,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_37,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
PigCVP_normal_38,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigCVP_normal_39,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_40,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_41,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_42,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
PigCVP_normal_43,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_44,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_45,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_46,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_47,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_48,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_49,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_50,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigCVP_normal_51,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
PigCVP_normal_52,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_6,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
PigCVP_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PigCVP_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Plane_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Plane_normal_2,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
Plane_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Plane_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Plane_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Plane_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Plane_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
PowerCons_normal_1,150,0,0,0,3,0.0,0.0,0.0,3,2,1,0,0,0,0.6666666666666666
PowerCons_normal_2,150,2,2,0,1,1.0,0.6666666666666666,0.8,1,0,1,0,0,0,0.6666666666666666
ProximalPhalanxOutlineAgeGroup_normal_1,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
ProximalPhalanxOutlineAgeGroup_normal_2,200,1,1,0,3,1.0,0.25,0.4,0,0,0,0,0,0,0.4
ProximalPhalanxOutlineAgeGroup_normal_3,250,0,0,0,5,0.0,0.0,0.0,4,3,1,0,0,0,0.6666666666666666
ProximalPhalanxOutlineCorrect_normal_0,250,1,0,1,5,0.0,0.0,0.0,2,0,2,0,0,0,0.0
ProximalPhalanxOutlineCorrect_normal_1,600,5,2,3,10,0.4,0.16666666666666666,0.23529411764705882,2,2,0,0,0,0,0.42105263157894735
ProximalPhalanxTW_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ProximalPhalanxTW_normal_4,150,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ProximalPhalanxTW_normal_5,100,2,2,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ProximalPhalanxTW_normal_6,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
ProximalPhalanxTW_normal_7,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
ProximalPhalanxTW_normal_8,250,5,5,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
RefrigerationDevices_normal_1,250,1,1,0,4,1.0,0.2,0.3333333333333333,2,1,1,0,0,0,0.5
RefrigerationDevices_normal_2,250,3,1,2,4,0.3333333333333333,0.2,0.25,0,0,0,0,0,0,0.25
RefrigerationDevices_normal_3,250,1,0,1,5,0.0,0.0,0.0,3,1,2,0,0,0,0.2222222222222222
Rock_normal_1,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
Rock_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Rock_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Rock_normal_4,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
ScreenType_normal_1,250,1,0,1,5,0.0,0.0,0.0,1,0,1,0,0,0,0.0
ScreenType_normal_2,250,2,0,2,5,0.0,0.0,0.0,3,2,1,0,0,0,0.4
ScreenType_normal_3,250,1,0,1,5,0.0,0.0,0.0,2,1,1,0,0,0,0.25
SemgHandGenderCh2_normal_1,550,5,4,1,7,0.8,0.36363636363636365,0.5,0,0,0,0,0,0,0.5
SemgHandGenderCh2_normal_2,350,3,1,2,6,0.3333333333333333,0.14285714285714285,0.2,0,0,0,0,0,0,0.2
SemgHandMovementCh2_normal_1,150,1,1,0,2,1.0,0.3333333333333333,0.5,0,0,0,0,0,0,0.5
SemgHandMovementCh2_normal_2,150,1,1,0,2,1.0,0.3333333333333333,0.5,0,0,0,0,0,0,0.5
SemgHandMovementCh2_normal_3,150,2,2,0,1,1.0,0.6666666666666666,0.8,0,0,0,0,0,0,0.8
SemgHandMovementCh2_normal_4,150,1,1,0,2,1.0,0.3333333333333333,0.5,1,1,0,0,0,0,0.8
SemgHandMovementCh2_normal_5,150,0,0,0,3,0.0,0.0,0.0,1,0,1,0,0,0,0.0
SemgHandMovementCh2_normal_6,150,1,1,0,2,1.0,0.3333333333333333,0.5,1,1,0,0,0,0,0.8
SemgHandSubjectCh2_normal_1,150,1,1,0,2,1.0,0.3333333333333333,0.5,2,0,2,0,0,0,0.3333333333333333
SemgHandSubjectCh2_normal_2,150,2,2,0,1,1.0,0.6666666666666666,0.8,0,0,0,0,0,0,0.8
SemgHandSubjectCh2_normal_3,150,2,2,0,1,1.0,0.6666666666666666,0.8,0,0,0,0,0,0,0.8
SemgHandSubjectCh2_normal_4,150,1,1,0,2,1.0,0.3333333333333333,0.5,1,0,1,0,0,0,0.4
SemgHandSubjectCh2_normal_5,150,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
ShakeGestureWiimoteZ_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShakeGestureWiimoteZ_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapeletSim_normal_0,100,0,0,0,2,0.0,0.0,0.0,1,0,1,0,0,0,0.0
ShapeletSim_normal_1,100,1,0,1,2,0.0,0.0,0.0,0,0,0,0,0,0,0.0
ShapesAll_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_15,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_16,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_17,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_18,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_19,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
ShapesAll_normal_2,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
ShapesAll_normal_20,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_21,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_22,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_23,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_24,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_25,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
ShapesAll_normal_26,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_27,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_28,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_29,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_30,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_31,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_32,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_33,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_34,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_35,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_36,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
ShapesAll_normal_37,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_38,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_39,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_40,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_41,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
ShapesAll_normal_42,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_43,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
ShapesAll_normal_44,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_45,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_46,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_47,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_48,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
ShapesAll_normal_49,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
ShapesAll_normal_5,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_50,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_51,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_52,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_53,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_54,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_55,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
ShapesAll_normal_56,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_57,50,1,0,1,1,0.0,0.0,0.0,0,0,0,0,0,0,0.0
ShapesAll_normal_58,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_59,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_6,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_60,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
ShapesAll_normal_8,50,0,0,0,1,0.0,0.0,0.0,1,1,0,0,0,0,1.0
ShapesAll_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SmallKitchenAppliances_normal_1,250,3,2,1,3,0.6666666666666666,0.4,0.5,0,0,0,0,0,0,0.5
SmallKitchenAppliances_normal_2,250,3,0,3,5,0.0,0.0,0.0,2,0,2,0,0,0,0.0
SmallKitchenAppliances_normal_3,250,1,1,0,4,1.0,0.2,0.3333333333333333,2,1,1,0,0,0,0.5
SmoothSubspace_normal_1,100,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
SmoothSubspace_normal_2,100,0,0,0,2,0.0,0.0,0.0,1,1,0,0,0,0,0.6666666666666666
SmoothSubspace_normal_3,100,1,1,0,1,1.0,0.5,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
SonyAIBORobotSurface1_normal_1,350,1,1,0,6,1.0,0.14285714285714285,0.25,1,0,1,0,0,0,0.2222222222222222
SonyAIBORobotSurface1_normal_2,250,4,3,1,2,0.75,0.6,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
SonyAIBORobotSurface2_normal_1,350,2,1,1,6,0.5,0.14285714285714285,0.2222222222222222,4,1,3,0,0,0,0.3076923076923077
SonyAIBORobotSurface2_normal_2,600,7,7,0,5,1.0,0.5833333333333334,0.7368421052631579,2,2,0,0,0,0,0.8571428571428571
StarLightCurves_normal_1,1350,14,12,2,15,0.8571428571428571,0.4444444444444444,0.5853658536585366,5,1,4,0,0,0,0.5652173913043478
StarLightCurves_normal_2,2600,41,41,0,11,1.0,0.7884615384615384,0.8817204301075269,0,0,0,0,0,0,0.8817204301075269
StarLightCurves_normal_3,5400,80,71,9,37,0.8875,0.6574074074074074,0.7553191489361702,7,0,7,0,0,0,0.7282051282051282
Strawberry_normal_1,350,5,5,0,2,1.0,0.7142857142857143,0.8333333333333334,2,1,1,0,0,0,0.8571428571428571
Strawberry_normal_2,600,1,0,1,12,0.0,0.0,0.0,4,2,2,0,0,0,0.23529411764705882
SwedishLeaf_normal_1,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_10,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_11,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_12,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_13,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_14,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_15,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_2,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_3,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_4,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_5,50,0,0,0,1,0.0,0.0,0.0,1,0,1,1,1,0,0.6666666666666666
SwedishLeaf_normal_6,50,0,0,0,1,0.0,0.0,0.0,1,0,1,0,0,0,0.0
SwedishLeaf_normal_7,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_8,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
SwedishLeaf_normal_9,50,1,1,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Symbols_normal_1,150,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Symbols_normal_2,150,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
Symbols_normal_3,150,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0.6666666666666666
Symbols_normal_4,150,3,3,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0
